Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#sav-3a20-a/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340B SAV-3A20-A,Exhaust Flow Stpt,1_2,20618:43,28,BAV,3,54,63,
#sav-3a21-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Clg%,1_2,20618:44,2,BAV,3,55,65,
#sav-3a21-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Clg Stpt,1_2,20618:44,5,BAV,3,55,67,
#sav-3a21-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Htg%,1_2,20618:44,9,BAV,3,55,66,
#sav-3a21-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Htg Stpt,1_2,20618:44,8,BAV,3,55,68,
#sav-3a21-a/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,GEX Dmpr Pos,1_2,20618:44,3,BAV,3,55,56,
#sav-3a21-a/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Cool Requests,1_2,20618:44,4,BAV,3,55,57,
#sav-3a21-a/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Heat Requests,1_2,20618:44,7,BAV,3,55,58,
#sav-3a21-a/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,SAV Dmpr Pos,1_2,20618:44,20,BAV,3,55,59,
#sav-3a21-a/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Exhaust Flow,1_2,20618:44,23,BAV,3,55,60,
#sav-3a21-a/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Supply Flow,1_2,20618:44,24,BAV,3,55,61,
#sav-3a21-a/m322,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Flow Difference,1_2,20618:44,25,BAV,3,55,62,
#sav-3a21-a/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Organic Chemistry 335 SAV-3A21-A,Exhaust Flow Stpt,1_2,20618:44,28,BAV,3,55,63,
#sav-3a3-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Clg%,1_2,20618:26,2,BAV,3,56,65,
#sav-3a3-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Clg Stpt,1_2,20618:26,5,BAV,3,56,67,
#sav-3a3-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Htg%,1_2,20618:26,9,BAV,3,56,66,
#sav-3a3-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Htg Stpt,1_2,20618:26,8,BAV,3,56,68,
#sav-3a3-a/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,GEX Dmpr Pos,1_2,20618:26,3,BAV,3,56,56,
#sav-3a3-a/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Cool Requests,1_2,20618:26,4,BAV,3,56,57,
#sav-3a3-a/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Heat Requests,1_2,20618:26,7,BAV,3,56,58,
#sav-3a3-a/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,SAV Dmpr Pos,1_2,20618:26,20,BAV,3,56,59,
#sav-3a3-a/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Exhaust Flow,1_2,20618:26,23,BAV,3,56,60,
#sav-3a3-a/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Supply Flow,1_2,20618:26,24,BAV,3,56,61,
#sav-3a3-a/m322,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Flow Difference,1_2,20618:26,25,BAV,3,56,62,
#sav-3a3-a/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Office Support 365 SAV-3A3-A,Exhaust Flow Stpt,1_2,20618:26,28,BAV,3,56,63,
#sav-3a4-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Clg%,1_2,20618:27,2,BAV,3,57,65,
#sav-3a4-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Clg Stpt,1_2,20618:27,5,BAV,3,57,67,
#sav-3a4-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Htg%,1_2,20618:27,9,BAV,3,57,66,
#sav-3a4-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Htg Stpt,1_2,20618:27,8,BAV,3,57,68,
#sav-3a4-a/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,GEX Dmpr Pos,1_2,20618:27,3,BAV,3,57,56,
#sav-3a4-a/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Cool Requests,1_2,20618:27,4,BAV,3,57,57,
#sav-3a4-a/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Heat Requests,1_2,20618:27,7,BAV,3,57,58,
#sav-3a4-a/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,SAV Dmpr Pos,1_2,20618:27,20,BAV,3,57,59,
#sav-3a4-a/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Exhaust Flow,1_2,20618:27,23,BAV,3,57,60,
#sav-3a4-a/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Supply Flow,1_2,20618:27,24,BAV,3,57,61,
#sav-3a4-a/m322,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Flow Difference,1_2,20618:27,25,BAV,3,57,62,
#sav-3a4-a/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340P SAV-3A4-A,Exhaust Flow Stpt,1_2,20618:27,28,BAV,3,57,63,
#sav-3a5-b/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Clg%,1_2,20618:28,2,BAV,3,58,65,
#sav-3a5-b/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Clg Stpt,1_2,20618:28,5,BAV,3,58,67,
#sav-3a5-b/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Htg%,1_2,20618:28,9,BAV,3,58,66,
#sav-3a5-b/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Htg Stpt,1_2,20618:28,8,BAV,3,58,68,
#sav-3a5-b/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,GEX Dmpr Pos,1_2,20618:28,3,BAV,3,58,56,
#sav-3a5-b/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Cool Requests,1_2,20618:28,4,BAV,3,58,57,
#sav-3a5-b/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Heat Requests,1_2,20618:28,7,BAV,3,58,58,
#sav-3a5-b/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,SAV Dmpr Pos,1_2,20618:28,20,BAV,3,58,59,
#sav-3a5-b/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Exhaust Flow,1_2,20618:28,23,BAV,3,58,60,
#sav-3a5-b/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Supply Flow,1_2,20618:28,24,BAV,3,58,61,
#sav-3a5-b/m322,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Flow Difference,1_2,20618:28,25,BAV,3,58,62,
#sav-3a5-b/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340R SAV-3A5-B,Exhaust Flow Stpt,1_2,20618:28,28,BAV,3,58,63,
#sav-3a6-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Clg%,1_2,20618:29,2,BAV,3,59,65,
#sav-3a6-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Clg Stpt,1_2,20618:29,5,BAV,3,59,67,
#sav-3a6-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Htg%,1_2,20618:29,9,BAV,3,59,66,
#sav-3a6-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Htg Stpt,1_2,20618:29,8,BAV,3,59,68,
#sav-3a6-a/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,GEX Dmpr Pos,1_2,20618:29,3,BAV,3,59,56,
#sav-3a6-a/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Cool Requests,1_2,20618:29,4,BAV,3,59,57,
#sav-3a6-a/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Heat Requests,1_2,20618:29,7,BAV,3,59,58,
#sav-3a6-a/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,SAV Dmpr Pos,1_2,20618:29,20,BAV,3,59,59,
#sav-3a6-a/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Exhaust Flow,1_2,20618:29,23,BAV,3,59,60,
#sav-3a6-a/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Supply Flow,1_2,20618:29,24,BAV,3,59,61,
#sav-3a6-a/m322,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Flow Difference,1_2,20618:29,25,BAV,3,59,62,
#sav-3a6-a/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340Q SAV-3A6-A,Exhaust Flow Stpt,1_2,20618:29,28,BAV,3,59,63,
#sav-3a7-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Clg%,1_2,20618:30,2,BAV,3,60,65,
#sav-3a7-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Clg Stpt,1_2,20618:30,5,BAV,3,60,67,
#sav-3a7-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Htg%,1_2,20618:30,9,BAV,3,60,66,
#sav-3a7-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Htg Stpt,1_2,20618:30,8,BAV,3,60,68,
#sav-3a7-a/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,GEX Dmpr Pos,1_2,20618:30,3,BAV,3,60,56,
#sav-3a7-a/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Cool Requests,1_2,20618:30,4,BAV,3,60,57,
#sav-3a7-a/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Heat Requests,1_2,20618:30,7,BAV,3,60,58,
#sav-3a7-a/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,SAV Dmpr Pos,1_2,20618:30,20,BAV,3,60,59,
#sav-3a7-a/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Exhaust Flow,1_2,20618:30,23,BAV,3,60,60,
#sav-3a7-a/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Supply Flow,1_2,20618:30,24,BAV,3,60,61,
#sav-3a7-a/m322,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Flow Difference,1_2,20618:30,25,BAV,3,60,62,
#sav-3a7-a/m328,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Instrument 340N SAV-3A7-A,Exhaust Flow Stpt,1_2,20618:30,28,BAV,3,60,63,
#sav-3a8-e/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Clg%,1_2,20618:31,2,BAV,3,61,65,
#sav-3a8-e/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Clg Stpt,1_2,20618:31,5,BAV,3,61,67,
#sav-3a8-e/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Htg%,1_2,20618:31,9,BAV,3,61,66,
#sav-3a8-e/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Htg Stpt,1_2,20618:31,8,BAV,3,61,68,
#sav-3a8-e/m277,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,GEX Dmpr Pos,1_2,20618:31,3,BAV,3,61,56,
#sav-3a8-e/m285,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Cool Requests,1_2,20618:31,4,BAV,3,61,57,
#sav-3a8-e/m288,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Heat Requests,1_2,20618:31,7,BAV,3,61,58,
#sav-3a8-e/m310,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,SAV Dmpr Pos,1_2,20618:31,20,BAV,3,61,59,
#sav-3a8-e/m318,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Exhaust Flow,1_2,20618:31,23,BAV,3,61,60,
#sav-3a8-e/m320,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Bioengineering 340 West SAV-3A8-E,Supply Flow,1_2,20618:31,24,BAV,3,61,61,
